,publication_date,keyword_1,keyword_2,keyword_3
1997,2020-03-11T09:00:09+0000,Coronavirus (2019-nCoV),Teenagers and Adolescence,Anxiety and Stress
1998,2020-03-11T05:00:15+0000,ACCIDENTS AND SAFETY,Fashion and Apparel,Working Hours
1999,2020-03-11T14:51:08+0000,Real Estate and Housing (Residential),Charlottesville (Va),Miami Beach (Fla)
2000,2020-03-11T09:57:48+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
2001,2020-03-11T16:04:28+0000,Jury System,Decisions and Verdicts,Sexual Harassment
2002,2020-03-11T00:05:57+0000,Coronavirus (2019-nCoV),Stadiums and Arenas,Baseball
2003,2020-03-11T03:52:18+0000,Presidential Election of 2020,Voting and Voters,"Biden, Joseph R Jr"
2004,2020-03-12T19:41:31+0000,Coronavirus (2019-nCoV),Hospitals,Emergency Medical Treatment
2005,2020-03-12T09:00:35+0000,Theater,Music,"Sondheim, Stephen"
2006,2020-03-13T15:55:11+0000,Movies,The Hunt (Movie),"Zobel, R Craig"
2007,2020-03-13T09:00:32+0000,Infant Formulas,Babies and Infants,Diet and Nutrition
2008,2020-03-13T18:10:21+0000,"Sanders, Bernard",Democratic Party,Primaries and Caucuses
2009,2020-03-13T09:00:40+0000,Karnes County (Tex),Karnes City (Tex),Oil (Petroleum) and Gasoline
2010,2020-03-13T20:38:57+0000,Coronavirus (2019-nCoV),Premature Babies,Parenting
2011,2020-03-13T20:18:54+0000,Theater,Coronavirus (2019-nCoV),Royal National Theater
2012,2020-03-13T16:40:45+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
2013,2020-03-13T09:00:20+0000,Presidential Election of 2016,Presidential Election of 2020,Presidential Election of 2008
2014,2020-03-13T17:11:31+0000,Coronavirus (2019-nCoV),Tests (Medical),Laboratories and Scientific Equipment
2015,2020-03-12T22:38:50+0000,Coronavirus (2019-nCoV),Rationing and Allocation of Resources,Epidemics
2016,2020-03-13T22:29:06+0000,"Turnipseed, Tom (1936-2020)",Deaths (Obituaries),Black People
2017,2020-03-13T09:00:33+0000,Presidential Election of 2020,Coronavirus (2019-nCoV),Primaries and Caucuses
2018,2020-03-12T13:00:20+0000,"Pearson, Dan",Gardens and Gardening,Trees and Shrubs
2019,2020-03-13T01:44:17+0000,Theater,Culture (Arts),Museums
2020,2020-03-12T16:12:57+0000,Travel Warnings,AIRLINES AND AIRPLANES,AMERICANS ABROAD
2021,2020-03-12T09:00:10+0000,Parenting,Pregnancy and Childbirth,Babies and Infants
2022,2020-03-12T16:39:19+0000,Coronavirus (2019-nCoV),Basketball (College),NCAA Basketball Championships (Men)
2023,2020-03-11T17:30:24+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Synagogues
2024,2020-03-12T04:10:04+0000,Stocks and Bonds,Standard & Poor's 500-Stock Index,Coronavirus (2019-nCoV)
2025,2020-03-13T13:42:34+0000,E-Learning,Education,Education (K-12)
2026,2020-03-13T03:24:23+0000,Coronavirus (2019-nCoV),"Trudeau, Justin",Canada
2027,2020-03-11T09:01:00+0000,Coronavirus (2019-nCoV),Viruses,Vaccination and Immunization
2028,2020-03-13T09:00:04+0000,Books and Literature,Women Talking (Book),"Toews, Miriam"
2029,2020-03-12T09:00:09+0000,Web-Original Programming,Celebrities,Social Media
2030,2020-03-11T17:23:42+0000,Sculpture,Furniture,"Stout, Katie"
2031,2020-03-12T03:28:14+0000,"Eilish, Billie",Pop and Rock Music,"When We All Fall Asleep, Where Do We Go? (Album)"
2032,2020-03-13T16:40:45+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
2033,2020-03-13T12:10:58+0000,Shutdowns (Institutional),Quarantines,Coronavirus (2019-nCoV)
2034,2020-03-13T09:00:20+0000,Real Estate and Housing (Residential),Automobiles,Renting and Leasing (Real Estate)
2035,2020-03-12T14:00:10+0000,Theater,"Izdebski, Marilyn",Beyond Broadway: The Pleasure and Promise of Musical Theatre Across America (Book)
2036,2020-03-12T15:45:20+0000,Quarantines,Coronavirus (2019-nCoV),Centers for Disease Control and Prevention
2037,2020-03-12T16:00:01+0000,Politics and Government,Travel Warnings,Quarantines
2038,2020-03-12T11:00:06+0000,Documentary Films and Programs,Holocaust and the Nazi Era,Cold War Era
2039,2020-03-11T22:10:49+0000,Presidential Election of 2020,"Sanders, Bernard","Biden, Joseph R Jr"
2040,2020-03-13T22:29:06+0000,"Turnipseed, Tom (1936-2020)",Deaths (Obituaries),Black People
2041,2020-03-13T09:00:34+0000,E-Learning,Coronavirus (2019-nCoV),Colleges and Universities
2042,2020-03-13T20:18:13+0000,The Daily (Radio Program),Podcasts,Newsletters
2043,2020-03-13T21:21:15+0000,Immigration and Emigration,Refugees and Displaced Persons,European Union
2044,2020-03-13T16:21:31+0000,English Channel,"Ibbotson, David","Sala, Emiliano"
2045,2020-03-13T09:00:33+0000,Airport Security,AIRPORTS,United States Politics and Government
2046,2020-03-13T22:47:55+0000,Coronavirus (2019-nCoV),Epidemics,Conservative Party (Great Britain)
2047,2020-03-13T16:48:05+0000,Television,The Man Show (TV Program),Comedy and Humor
2048,2020-03-12T13:14:06+0000,Art,Photography,Men and Boys
2049,2020-03-13T09:00:39+0000,Boko Haram,Maiduguri (Nigeria),Chibok (Nigeria)
2050,2020-03-11T13:30:20+0000,Real Estate and Housing (Residential),Luxembourg,Europe
2051,2020-03-11T22:44:41+0000,Soccer,Liverpool (Soccer Team),Atletico Madrid (Soccer Team)
2052,2020-03-12T09:00:14+0000,New Rochelle (NY),Coronavirus (2019-nCoV),Quarantines
2053,2020-03-13T20:19:04+0000,Television,Netflix Inc,Cheer (TV Program)
2054,2020-03-13T10:00:12+0000,Dating and Relationships,Love (Emotion),Marriages
2055,2020-03-12T15:04:11+0000,"Kidjo, Angelique",Carnegie Hall,Music
2056,2020-03-13T23:13:55+0000,Parenting,Children and Childhood,Coronavirus (2019-nCoV)
2057,2020-03-13T22:22:19+0000,Education (K-12),Shutdowns (Institutional),Parenting
2058,2020-03-13T09:00:08+0000,Coronavirus (2019-nCoV),Nursing and Nurses,Doctors
2059,2020-03-12T15:04:11+0000,"Kidjo, Angelique",Carnegie Hall,Music
2060,2020-03-13T10:00:12+0000,Dating and Relationships,Love (Emotion),Marriages
2061,2020-03-11T09:00:04+0000,Books and Literature,"Shapiro, James S (1955- )",Shakespeare in a Divided America: What His Plays Tell Us About Our Past and Future (Book)
2062,2020-03-12T10:00:06+0000,"401(k), 403(b) and 457 Plans",Pensions and Retirement Plans,Retirement
2063,2020-03-13T16:55:17+0000,Pregnancy and Childbirth,Art,Women and Girls
2064,2020-03-13T14:20:27+0000,Coronavirus (2019-nCoV),Tests (Medical),Influenza
2065,2020-03-13T09:32:31+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
2066,2020-03-11T22:10:49+0000,Presidential Election of 2020,"Sanders, Bernard","Biden, Joseph R Jr"
2067,2020-03-12T16:00:01+0000,Politics and Government,Travel Warnings,Quarantines
2068,2020-03-12T11:00:06+0000,Documentary Films and Programs,Holocaust and the Nazi Era,Cold War Era
2069,2020-03-13T17:42:02+0000,Procrastination,Work-Life Balance,"ADAMS, DOUGLAS"
2070,2020-03-12T15:45:20+0000,Quarantines,Coronavirus (2019-nCoV),Centers for Disease Control and Prevention
2071,2020-03-13T18:46:58+0000,Books and Literature,The Fifth Risk (Book),"Lewis, Michael"
2072,2020-03-11T03:50:48+0000,"Murders, Attempted Murders and Homicides",Transit Systems,Race and Ethnicity
2073,2020-03-11T10:50:00+0000,United States Economy,Coronavirus (2019-nCoV),Banking and Financial Institutions
2074,2020-03-11T09:00:09+0000,Presidential Election of 2020,Primaries and Caucuses,"Sanders, Bernard"
2075,2020-03-11T04:00:07+0000,Cyberwarfare and Defense,Espionage and Intelligence Services,United States Cyber Command
2076,2020-03-11T19:22:48+0000,Snails,Coffee,Invasive Species
2077,2020-03-11T13:09:45+0000,Defense and Military Forces,Military Aircraft,Deaths (Fatalities)
2078,2020-03-11T18:41:37+0000,Presidential Election of 2020,"Biden, Joseph R Jr","Trump, Donald J"
2079,2020-03-11T14:02:16+0000,Theater,Culture Project,Sheen Center
2080,2020-03-11T19:59:48+0000,your-feed-science,Coronavirus (2019-nCoV),Epidemics
2081,2020-03-11T15:00:19+0000,Forced Labor,Fashion and Apparel,Textiles
2082,2020-03-12T09:00:20+0000,United States Defense and Military Forces,Military Bases and Installations,Coronavirus (2019-nCoV)
2083,2020-03-12T02:36:57+0000,St Patrick's Day,Parades,Irish-Americans
2084,2020-03-11T18:18:09+0000,Art,Collectors and Collections,Historic Buildings and Sites
2085,2020-03-11T16:29:22+0000,Young Heroes of the Soviet Union: A Memoir and a Reckoning (Book),Books and Literature,"Halberstadt, Alex"
2086,2020-03-12T14:14:30+0000,Movies,Nine Inch Nails (Music Group),Pixar Animation Studios
2087,2020-03-12T15:00:11+0000,Fashion and Apparel,Marni Group,Lanvin
2088,2020-03-11T21:51:05+0000,Defense and Military Forces,United States Defense and Military Forces,Iraq
2089,2020-03-11T20:31:43+0000,Coronavirus (2019-nCoV),Centers for Disease Control and Prevention,"Cuomo, Andrew M"
2090,2020-03-12T00:24:14+0000,Classified Information and State Secrets,"Manning, Chelsea",Suicides and Suicide Attempts
2091,2020-03-11T20:52:54+0000,Theater,Coronavirus (2019-nCoV),Atkinson Theater
2092,2020-03-12T04:05:14+0000,Presidential Election of 2020,Coronavirus (2019-nCoV),"Fauci, Anthony S"
2093,2020-03-12T12:00:03+0000,"Nicoletti, Cara (1986- )",Meat Packers and Butchers,Whitney Museum of American Art
2094,2020-03-11T16:00:15+0000,Running,Swimming,Sweden
2095,2020-03-11T19:13:04+0000,Coronavirus (2019-nCoV),Television,Epidemics
2096,2020-03-11T19:54:00+0000,Coronavirus (2019-nCoV),Epidemics,Shutdowns (Institutional)
2097,2020-03-11T12:30:07+0000,Insulin,Medicare,"Prices (Fares, Fees and Rates)"
2098,2020-03-11T13:35:11+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
2099,2020-03-12T23:26:41+0000,United States Politics and Government,Coronavirus (2019-nCoV),Quarantines
2100,2020-03-12T23:15:31+0000,Television,National Broadcasting Co,"Fallon, Jimmy"
2101,2020-03-12T23:26:41+0000,United States Politics and Government,Coronavirus (2019-nCoV),Quarantines
2102,2020-03-13T09:00:04+0000,Books and Literature,Muslims and Islam,Women and Girls
2103,2020-03-13T10:54:15+0000,Coronavirus (2019-nCoV),Stocks and Bonds,Quarantines
2104,2020-03-13T08:48:36+0000,"Buttigieg, Pete (1982- )","Colbert, Stephen","Fallon, Jimmy"
2105,2020-03-12T17:45:42+0000,Defense Department,United States Defense and Military Forces,United States International Relations
2106,2020-03-12T14:32:03+0000,Drugs (Pharmaceuticals),Pain-Relieving Drugs,Opioids and Opiates
2107,2020-03-11T18:26:45+0000,Coronavirus (2019-nCoV),Hospitals,Emergency Medical Treatment
2108,2020-03-12T23:15:31+0000,Television,National Broadcasting Co,"Fallon, Jimmy"
2109,2020-03-12T13:32:53+0000,Soccer,UEFA Champions League (Soccer),Real Madrid (Soccer Team)
2110,2020-03-13T09:00:04+0000,Books and Literature,Muslims and Islam,Women and Girls
2111,2020-03-13T10:54:15+0000,Coronavirus (2019-nCoV),Stocks and Bonds,Quarantines
2112,2020-03-12T09:00:22+0000,ABORTION,Medicine and Health,Americans United for Life
2113,2020-03-11T21:04:23+0000,Art,"Thomas, Mickalene","Martin, Shantell"
2114,2020-03-12T17:12:56+0000,United States Politics and Government,Russian Interference in 2016 US Elections and Ties to Trump Associates,Law and Legislation
2115,2020-03-12T19:50:05+0000,Presidential Election of 2020,Black People,Women and Girls
2116,2020-03-13T08:48:36+0000,"Buttigieg, Pete (1982- )","Colbert, Stephen","Fallon, Jimmy"
2117,2020-03-11T21:04:23+0000,Art,"Thomas, Mickalene","Martin, Shantell"
2118,2020-03-12T11:57:17+0000,Germany,Alternative for Germany,"Hocke, Bjorn (1972- )"
2119,2020-03-13T02:35:41+0000,Coronavirus (2019-nCoV),Computers and the Internet,Presidential Election of 2020
2120,2020-03-11T09:00:30+0000,Eminent Domain,Real Estate and Housing (Residential),Floods
2121,2020-03-12T09:00:19+0000,Presidential Election of 2020,"Trump, Donald J","Biden, Joseph R Jr"
2122,2020-03-12T09:00:17+0000,Primaries and Caucuses,Presidential Election of 2020,Liberalism (US Politics)
2123,2020-03-11T19:00:08+0000,Coronavirus (2019-nCoV),Epidemics,Social Media
2124,2020-03-11T20:05:51+0000,Black People,Social Media,Cyberharassment
2125,2020-03-12T13:00:23+0000,Real Estate and Housing (Residential),"Jackson Heights (Queens, NY)","East Village (Manhattan, NY)"
2126,2020-03-12T20:24:09+0000,Coronavirus (2019-nCoV),AMUSEMENT AND THEME PARKS,"Disneyland (Anaheim, Calif)"
2127,2020-03-11T09:00:09+0000,Presidential Election of 2020,Primaries and Caucuses,"Sanders, Bernard"
2128,2020-03-11T19:22:48+0000,Snails,Coffee,Invasive Species
2129,2020-03-11T03:50:48+0000,"Murders, Attempted Murders and Homicides",Transit Systems,Race and Ethnicity
2130,2020-03-11T10:50:00+0000,United States Economy,Coronavirus (2019-nCoV),Banking and Financial Institutions
2131,2020-03-11T13:30:36+0000,United States Politics and Government,Presidential Election of 2020,Primaries and Caucuses
2132,2020-03-11T04:00:07+0000,Cyberwarfare and Defense,Espionage and Intelligence Services,United States Cyber Command
2133,2020-03-11T06:35:27+0000,"Colbert, Stephen","Fallon, Jimmy","Kimmel, Jimmy"
2134,2020-03-11T03:36:33+0000,Jury System,"Murders, Attempted Murders and Homicides","Durst, Robert A"
2135,2020-03-11T13:09:45+0000,Defense and Military Forces,Military Aircraft,Deaths (Fatalities)
2136,2020-03-11T21:51:05+0000,Defense and Military Forces,United States Defense and Military Forces,Iraq
2137,2020-03-12T09:00:20+0000,United States Defense and Military Forces,Military Bases and Installations,Coronavirus (2019-nCoV)
2138,2020-03-12T02:36:57+0000,St Patrick's Day,Parades,Irish-Americans
2139,2020-03-11T16:29:22+0000,Young Heroes of the Soviet Union: A Memoir and a Reckoning (Book),Books and Literature,"Halberstadt, Alex"
2140,2020-03-11T19:59:48+0000,your-feed-science,Coronavirus (2019-nCoV),Epidemics
2141,2020-03-11T14:02:16+0000,Theater,Culture Project,Sheen Center
2142,2020-03-13T16:23:12+0000,Laboratories and Scientific Equipment,Medicine and Health,Coronavirus (2019-nCoV)
2143,2020-03-13T16:18:41+0000,Coronavirus (2019-nCoV),United States Politics and Government,Epidemics
2144,2020-03-13T10:30:07+0000,Basketball,Baseball,Baseball (College)
2145,2020-03-13T09:00:03+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
2146,2020-03-12T09:00:32+0000,Movies,Music,Television
2147,2020-03-13T21:42:47+0000,Politics and Government,Quarantines,Coronavirus (2019-nCoV)
2148,2020-03-11T16:03:34+0000,Movies,"Diesel, Vin","Pearce, Guy"
2149,2020-03-12T17:10:30+0000,Television,Westworld (TV Program),Home Box Office
2150,2020-03-13T15:59:28+0000,Work-Life Balance,Cooking and Cookbooks,Holocaust and the Nazi Era
2151,2020-03-13T10:30:07+0000,Basketball,Baseball,Baseball (College)
2152,2020-03-13T09:00:03+0000,Coronavirus (2019-nCoV),Quarantines,Shutdowns (Institutional)
2153,2020-03-12T13:26:41+0000,Art,"PELTON, AGNES",Whitney Museum of American Art
2154,2020-03-13T14:00:06+0000,Classical Music,Dutch National Opera,Vespro Della Beata Vergine (Musical Work)
2155,2020-03-12T22:24:38+0000,United States Politics and Government,United States Economy,Coronavirus (2019-nCoV)
2156,2020-03-12T15:20:08+0000,Soccer,United States Women's National Soccer Team,Women and Girls
2157,2020-03-13T09:00:30+0000,Food,Soup Kitchens,Food Aid
2158,2020-03-13T05:11:35+0000,Art,"Philbrick, Inigo",Finances
2159,2020-03-12T14:18:05+0000,Coronavirus (2019-nCoV),Statistics,News and News Media
2160,2020-03-12T09:00:32+0000,Movies,Music,Television
2161,2020-03-13T23:00:08+0000,"Sanders, Bernard",Democratic Party,Hispanic-Americans
2162,2020-03-13T09:00:33+0000,Social Media,Computers and the Internet,Facebook Inc
2163,2020-03-13T21:42:47+0000,Politics and Government,Quarantines,Coronavirus (2019-nCoV)
2164,2020-03-13T21:14:31+0000,Books and Literature,Deaths (Obituaries),"Gotham Book Mart (Manhattan, NY)"
2165,2020-03-12T14:20:29+0000,Coronavirus (2019-nCoV),Europe,Travel Warnings
2166,2020-03-12T09:00:14+0000,Theater,Writing and Writers,Music
2167,2020-03-12T09:00:34+0000,Theater,Music,"Sondheim, Stephen"
2168,2020-03-12T01:39:41+0000,Coronavirus (2019-nCoV),Basketball,National Basketball Assn
2169,2020-03-12T18:27:02+0000,Quarantines,Coronavirus (2019-nCoV),Epidemics
2170,2020-03-11T17:29:34+0000,Basketball (College),Colleges and Universities,Coronavirus (2019-nCoV)
2171,2020-03-12T16:40:30+0000,Coronavirus (2019-nCoV),Italy,Iran
2172,2020-03-13T09:00:01+0000,"Asylum, Right of",Guatemala,El Salvador
2173,2020-03-12T10:19:20+0000,Coronavirus (2019-nCoV),Tests (Medical),Australia
2174,2020-03-13T17:56:59+0000,"Raka Rasmi, Ni Gusti Ayu",Dancing,Bali (Indonesia)
2175,2020-03-13T09:00:35+0000,Coronavirus (2019-nCoV),Deaths (Fatalities),Epidemics
2176,2020-03-13T21:52:05+0000,Anxiety and Stress,Fear (Emotion),Coronavirus (2019-nCoV)
2177,2020-03-12T01:39:41+0000,Coronavirus (2019-nCoV),Basketball,National Basketball Assn
2178,2020-03-12T18:27:02+0000,Quarantines,Coronavirus (2019-nCoV),Epidemics
2179,2020-03-11T17:29:34+0000,Basketball (College),Colleges and Universities,Coronavirus (2019-nCoV)
2180,2020-03-13T14:36:27+0000,Boston Marathon,Running,Boston Athletic Assn
2181,2020-03-11T16:42:58+0000,Olympic Games (2020),Coronavirus (2019-nCoV),International Olympic Committee
2182,2020-03-12T09:00:28+0000,Coronavirus (2019-nCoV),Quarantines,California
2183,2020-03-11T13:24:22+0000,Coronavirus (2019-nCoV),AIRLINES AND AIRPLANES,AIRPORTS
2184,2020-03-13T11:23:57+0000,Coronavirus (2019-nCoV),New York State,New York City
2185,2020-03-12T21:44:57+0000,Italy,Coronavirus (2019-nCoV),Lombardy (Italy)
2186,2020-03-12T02:57:28+0000,Music,Pop and Rock Music,Rap and Hip-Hop
2187,2020-03-12T09:00:07+0000,Anxiety and Stress,Mental Health and Disorders,Anxiety and Depression Association of America
2188,2020-03-13T16:58:08+0000,Coronavirus (2019-nCoV),United States Politics and Government,Quarantines
2189,2020-03-13T16:39:09+0000,Television,Brooklyn Nine-Nine (TV Program),Gavin & Stacey (TV Program)
2190,2020-03-12T22:24:59+0000,Coronavirus (2019-nCoV),Hygiene and Cleanliness,Centers for Disease Control and Prevention
2191,2020-03-12T20:30:11+0000,Telecommuting,Coronavirus (2019-nCoV),Work-Life Balance
2192,2020-03-13T13:37:26+0000,ANTS,Animal Behavior,Scientific Reports (Journal)
2193,2020-03-12T09:00:08+0000,Heart,Omega-3 Fatty Acids,Oils and Fats
2194,2020-03-11T18:35:04+0000,Coronavirus (2019-nCoV),Epidemics,Viruses
2195,2020-03-11T14:27:09+0000,Art,Museums,Water Pollution
2196,2020-03-12T18:09:13+0000,Banking and Financial Institutions,Interest Rates,Economic Conditions and Trends
2197,2020-03-12T16:00:06+0000,Comic Books and Strips,Asian-Americans,Marvel Entertainment
2198,2020-03-11T09:01:05+0000,Presidential Election of 2020,United States Politics and Government,Primaries and Caucuses
2199,2020-03-13T09:00:34+0000,Restaurants,Music,Travel and Vacations
2200,2020-03-12T00:20:12+0000,Coronavirus (2019-nCoV),Paid Time Off,Emergency Medical Treatment
2201,2020-03-11T09:00:16+0000,Coronavirus (2019-nCoV),Wages and Salaries,Employee Fringe Benefits
